Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Every Day Is a Saturday","Pronobozo","Hackwave","Favorite Songs","Favorite","USTCD1071706","0AX2kzQ4pEK3qpa14zZQDO"
"Hot N Cold","Los Colorados","Move It","Favorite Songs","Favorite","DEAL30800913","0Yd0fU50NpsZM1TE8d160m"
"Keine Lust","Rammstein","Reise, Reise","Favorite Songs","Favorite","DEN120405582","7eeDeUM9E7b0vkDfRz20Zt"
"For the Damaged Coda","Blonde Redhead","Melody of Certain Damaged Lemons","Favorite Songs","Favorite","USTG30021611","6lvJDlBrtabJWiBlMTGxKs"
"Ça Plane Pour Moi","Plastic Bertrand","Ça Plane Pour Moi","Favorite Songs","Favorite","beb017765001","7bx4zW72qdZKBb8p6g80jb"
"Me & You (Happy 2gether)","Flobots","Me & You (Happy 2gether)","Favorite Songs","Favorite","USUM72107401","6Dl4SOq2jGEwDxD452Kq9y"
"Nie Wybaczymy Nigdy )","Cypis","Sytuacja Społeczno-Polityczna","Favorite Songs","Favorite","TCAHN2319012","5oj5szUeqDRiJiQATXUlK6"
"Весна","Vopli Vidopliassova","Найкраще","Favorite Songs","Favorite","QMFMG1546196","5qB3zuAuN8NXNeTaIX2b0K"
"Six Shooter","Coyote Kisses","Six Shooter","Favorite Songs","Favorite","TCACG1530437","7cMECL3ApskseQxsXJq3Ii"
"Убивать","Grazhdanskaya Oborona","Реанимация","Favorite Songs","Favorite","FRX201724865","2I6vhiyS7PVfMN2528bR97"
"The Hunter","SOFT PLAY","Are You Satisfied?","Favorite Songs","Favorite","GBUM71405968","0HFb9ouBk4UmuYT6gvvElo"
"The Prodigy","Luca Stricagnoli","The Prodigy","Favorite Songs","Favorite","DEMU61800016","1dyR6XSwrAGPhHMDRezFwV"
"Stampede","Alexander Jean","Stampede","Favorite Songs","Favorite","USA2P1836866","11XRUQoibyT1zegANFFPYj"
"Say It","Blue October","Approaching Normal (Explicit Version)","Favorite Songs","Favorite","USUM70953573","3qGWX7JjOuxaXr7J1k8utJ"
"I'm America","Cilver","Not The End Of The World","Favorite Songs","Favorite","USKO11502350","7Kp1Ny1IRHyH5gwRlOig60"
"Number 2","77 Bombay Street","Up in the Sky","Favorite Songs","Favorite","CH4061100861","3UxL4EwIcNHASzmClwhU3u"
"Fahrradsattel","K3MP3R","Fahrradsattel","Favorite Songs","Favorite","FRX282146296","2ictTGGqzNOZMaH7VYawxo"
"Insane","Black Gryph0n","Insane","Favorite Songs","Favorite","QZHNA2153397","5flerg6aEao2VayZezVlgu"
"Slow Down","The 5:55","Slow Down","Favorite Songs","Favorite","GBKPL1942404","7hkA0klTynNG7pZTcWyQ6b"
"Benzin","Rammstein","Rosenrot","Favorite Songs","Favorite","DEUM70502182","1XanLfYUUBB6bLbnSh1KyU"
"Baby's On Fire","Die Antwoord","Ten$ion","Favorite Songs","Favorite","USCJ81100739","6mlGXuG5FmzcePHsMn6rIA"
"Go Down Moses","Louis Armstrong","BD Music & Wozniak Present ""A Gospel Story""","Favorite Songs","Favorite","FR8X01500010","6DulDvL49yr46n6cNK0cpw"
"No Culture","Mother Mother","No Culture (Deluxe)","Favorite Songs","Favorite","CAAUN1600008","0jG6wsuGg5w1VFB1LSZgJB"
"Amsterdam","The Dreadnoughts","Victory Square","Favorite Songs","Favorite","CASE10900098","7dQ8DFcOW76Oba0iup9Rx1"
"Your Cat Is Dead","Lenin Was a Zombie","Bill, Francis, Louis, Zoey, Lenin","Favorite Songs","Favorite","QZNJX2131821","5AkN9zjXx5038QWhaOLC3C"
"Wake Me Up","Avicii","True","Favorite Songs","Favorite","SEUM71301326","0nrRP2bk19rLc0orkWPQk2"
"I Love You Like An Alcoholic","The Taxpayers","""God, Forgive These Bastards"" Songs From The Forgotten Life of Henry Turner","Favorite Songs","Favorite","US4ZV1200087","7u63zva845rv8tRFi9FG8a"
"Don Abandons Alice","John Murphy","Don Abandons Alice","Favorite Songs","Favorite","QMLPR1200037","7vFYpl5n3ZRhWsWBpKSaOr"
"Where Is My Mind?","Pixies","Death to the Pixies","Favorite Songs","Favorite","GBAFL9700100","0KzAbK6nItSqNh8q70tb0K"
"You Do It Well","Saint Motel","Voyeur","Favorite Songs","Favorite","USQY51274627","4Ye1sGoLNMTakduFIoDGqz"
"Zombie","Bad Pony","Deficiency","Favorite Songs","Favorite","AUPRB1500011","6DlUrhduRGBV5ovXXDcyCJ"
"Под драм легко","Neuromonakh Feofan","В душе драм, в сердце светлая русь!","Favorite Songs","Favorite","TCACD1520088","4TZodFmyLWoeREala3coX8"
"Taj Mahal","BRONCHO","Just Enough Hip to Be Woman","Favorite Songs","Favorite","CADE70902536","2lstTBKNl5JjURE1TEMyZ2"
"Th1rt3en or Nothing","Backyard Babies","Four by Four","Favorite Songs","Favorite","SEVWR1500901","2XfjJf7EpHlYdWd8OnjAtO"
"Radio Song","Superbus","Pop'n'Gum","Favorite Songs","Favorite","FRZ030410900","57p0yopRgxzj7UCQsl1u9E"
"Save Tonight","Eagle-Eye Cherry","Desireless","Favorite Songs","Favorite","GBAKW9800044","0smyCrJiibi2uwCiq5R1vj"
"You're Dead","Norma Tanega","Walkin' My Cat Named Dog","Favorite Songs","Favorite","USRH11700895","72T5smavl9ONfOwI0gHf1A"
"Action Winter Journey","Nero's Day At Disneyland","From Rotting Fantasylands","Favorite Songs","Favorite","QM2PV1876725","7LjIgalymblycgncqkSK5L"
"The Nights","Avicii","The Days / Nights","Favorite Songs","Favorite","CH3131340464","0ct6r3EGTcMLPtrXHDvVjc"
"Voodoo People - Pendulum Mix","The Prodigy","Their Law The Singles 1990 - 2005","Favorite Songs","Favorite","GBBKS0562618","7C0PzxbsQx59DgGVRsquwJ"
"Phantasmagoria","Ashbury Heights","The Looking Glass Society","Favorite Songs","Favorite","DEBZ71500123","0bMN7FTG63IJQsVUTtuoFf"
"The Sound of Silence","Simon & Garfunkel","The Singer","Favorite Songs","Favorite","USSM16401137","3YfS47QufnLDFA71FUsgCM"
"Police Encounters","FFS","FFS (Deluxe Edition)","Favorite Songs","Favorite","GBCEL1500111","35PWRfGLLRHJ5sJ5KbC6Y4"
"Du hast","Los Colorados","Move It","Favorite Songs","Favorite","DEAL30800909","1ZdVHMYljvAjFWX0jDJgjG"
"People Are Strange","The Doors","Strange Days","Favorite Songs","Favorite","USEE19900740","1Jmqubf9kGkWeYQXQKImL5"
"Major System Error","Marmozets","Knowing What You Know Now","Favorite Songs","Favorite","NLA321700284","7DHaf24CxsjF8mbXmoJv7G"
"Somebody to Love","Jefferson Airplane","Surrealistic Pillow","Favorite Songs","Favorite","USRC10301008","4uGIJG1jYFonGc4LGp5uQL"
"Catgroove","Parov Stelar","Coco, Pt. 2","Favorite Songs","Favorite","ATE610800080","7GVMQa516ocresqjZ7XrfJ"
"Feel It Still","Lola Marsh","Feel it Still","Favorite Songs","Favorite","IL4040102061","1mvEAM3YO6997JkxkSAGw9"
"Are You Gonna Be My Girl","Jet","Get Born","Favorite Songs","Favorite","USEE10340526","305WCRhhS10XUcH6AEwZk6"
"Runaway Baby","Bruno Mars","Doo-Wops & Hooligans","Favorite Songs","Favorite","USAT21001885","7hCNBVRhHzcsRAv0TQnOzq"
"Flyswatter","Eels","Daisies Of The Galaxy","Favorite Songs","Favorite","USDW10021640","4WFNb2UhW5E5qxHGsgebuQ"
"Shame on You","Hot Hot Heat","Elevator","Favorite Songs","Favorite","USRE10500178","137AlguHeD4QDnYetjlfC7"
"Stiefelblitz","Jäger 90","Muskeln & Küsse","Favorite Songs","Favorite","DEZ650714458","3Eb3BQC6y2aMZN9ARjH2y8"
"No Escape - From Balkan","Dubioza kolektiv","Happy Machine","Favorite Songs","Favorite","US63G1500061","3xV0Bpa427KhYyYR8H3bjR"
"Lovrinac","Djecaci","Istina","Favorite Songs","Favorite","HRA041165964","42y11hnvEAq3UlA2iA618y"
"She Can Get It","Kevin Rudolf","In The City","Favorite Songs","Favorite","USCM50800953","4p25jHEIqtveVYcimXgJK4"
"Get Out The Way","Mother Mother","Very Good Bad Thing","Favorite Songs","Favorite","CAUM71400228","6XKB3I8l1inKiUqjARv4IC"
"Sexual Revolution","Army Of Lovers","Le grand Docu-Soap","Favorite Songs","Favorite","FR6V80223764","3eO2veQD023j8NluPRLSkT"
"Бери своє","Antytila","Будувуду","Favorite Songs","Favorite","UAME11830012","6ExyQDQKONfMUatH2bsdAL"
"Sweet Home Alabama","Lynyrd Skynyrd","Second Helping (Expanded Edition)","Favorite Songs","Favorite","USMC17446153","7e89621JPkKaeDSTQ3avtg"
"Santo Domingo","Rodrigo y Gabriela","11: 11","Favorite Songs","Favorite","IEACJ0900022","2bHXLC8R8VRFNZcVcMGA7w"
"Hanuman","Rodrigo y Gabriela","11: 11","Favorite Songs","Favorite","IEACJ0900018","4agy8H5gBsWaivfRnpX5ht"
"Spitfire","Infected Mushroom","Spitfire","Favorite Songs","Favorite","CA6D21700292","2Nv0zFXjH4tYS7O1OGpvt7"
"I Can't Decide","Scissor Sisters","Ta-Dah","Favorite Songs","Favorite","GBUM70602614","7f6RiVFXqUT3dWi35OznLI"
"Hero","77 Bombay Street","Up in the Sky","Favorite Songs","Favorite","CH4061100864","73R7GYQmTx2HDGdD5Akgys"
"Infinitesimal","Mother Mother","The Sticks","Favorite Songs","Favorite","CAL451240007","2gKVxosyfUfgP1ZgSk09q0"
"Are You with Me","Vaux","Beyond Virtue, Beyond Vice","Favorite Songs","Favorite","FI92D1000094","6Qm79Iou2adNREM0enWj94"
"Das Model","Kraftwerk","3-D Der Katalog (German Version)","Favorite Songs","Favorite","GBAYE1701580","3VwLD5o1r0YBLkjUfgSEYg"
"Do You Kiss Your Mama with That Mouth?","EURINGER","EURINGER","Favorite Songs","Favorite","US57M1811613","634VMOSVmxhKDbNdvI8ghu"
"Becoming Insane","Infected Mushroom","Vicious Delicious","Favorite Songs","Favorite","GBVVQ1029522","1Nukcy7xk7AbS7MtkaiOe3"
"People In The Shadow","Skip the Use","Sound From The Shadow","Favorite Songs","Favorite","FRUM71101366","1iTP6a61W0EbZIiupGCpSp"
"Help Me","OR3O","Clover","Favorite Songs","Favorite","QZFZ22053555","04YTd5sh1fcbfb5TwbZzqY"
"Bury Me in Metal","Tynado","Bury Me in Metal","Favorite Songs","Favorite","QZVEM2308455","3H0OOWCrQoLjNh8XQ5KLPc"
"Adrenaline","Shinedown","Amaryllis","Favorite Songs","Favorite","USAT21200232","5oJrV0mGkw9dilk96X3W0c"
"The Phoenix","Twin Pumpkin","Spook Like Halloween","Favorite Songs","Favorite","US7VG1660359","26sjne52eOPeznXnshxAR5"
"Your Mother Should Know - Remastered 2009","The Beatles","Magical Mystery Tour (Remastered)","Favorite Songs","Favorite","GBAYE0601637","1dxbAIfCASqv6jix2R1Taj"
"Get Around Town","Revolver","Music For A While","Favorite Songs","Favorite","FRZ110900105","09By4L1F4e7kcAtLIvsRuJ"
"Sovietoblaster","Rotfront","Emigrantski Raggamuffin","Favorite Songs","Favorite","DEAZ20900314","2t8d5f6cR7QY8XrdRy1lsB"
"Balaclava","Arctic Monkeys","Favourite Worst Nightmare","Favorite Songs","Favorite","GBCEL0700066","0ftMOhVfFm5Wbs5sZdEtsC"
"Pures Gift für mich","BRDIGUNG","Zeitzünder","Favorite Songs","Favorite","DEZ901700775","5Qw3FJVuamWSumtmh2bLOX"
"In the Shadows","The Rasmus","Dead Letters","Favorite Songs","Favorite","SEVJH0201601","1fr92Vupmcs2vgLMFVQ7rd"
"A Little Party Never Killed Nobody (All We Got)","Fergie","Music From Baz Luhrmann's Film The Great Gatsby (International Streaming Version)","Favorite Songs","Favorite","USUM71303856","36482hNESSwELpr9sS3NbE"
"How Much Is The Fish?","Scooter","No Time To Chill","Favorite Songs","Favorite","DEN270200133","73aOM4jyU3begiIYxYUd89"
"Handlebars","Flobots","Fight With Tools","Favorite Songs","Favorite","USUM70810498","6JH9yWhgbm0y9iAJhCslNc"
"Kiss Me You Animal","Burn The Ballroom","Kiss Me You Animal","Favorite Songs","Favorite","TCAEM1990931","3SRngdnXshmXPkqYLBfqiV"
"Oblivion","Royal Blood","Typhoons","Favorite Songs","Favorite","GBAHT2001120","3Ye5icBka8ODjcaEQakPvZ"
"Paradise Lost, a poem by John Milton","The Used","Heartwork","Favorite Songs","Favorite","USA2P1950512","0brRAViWRg60fyrCynTPxl"
"Honeypie","JAWNY","For Abby","Favorite Songs","Favorite","GBKPL1946902","6FfLg6FFqhCsrFOaHIGkg0"
"Istanbul (Not Constantinople)","They Might Be Giants","Flood","Favorite Songs","Favorite","USEE10181576","63vL5oxWrlvaJ0ayNaQnbX"
"The Beautiful People","Marilyn Manson","Antichrist Superstar","Favorite Songs","Favorite","USIR19601008","2aIB1CdRRG7YLBu9hNw9nR"
"Outcast","Shinedown","Threat to Survival","Favorite Songs","Favorite","USAT21502574","312TtvwVwVPfou8NofTQiL"
"What You Know","Two Door Cinema Club","Tourist History","Favorite Songs","Favorite","FRU700900116","4JHg4nNYUJQ5HULcCmI18R"
"I Can Talk","Two Door Cinema Club","Tourist History","Favorite Songs","Favorite","FRU700900083","4N90LxX3kWhJucPQ484Qy9"
"Lie Lie Lie","Serj Tankian","Elect the Dead (Deluxe)","Favorite Songs","Favorite","USRE10701797","4JwUySDSth36tnDMg7WQDB"
"Prayer in C - Robin Schulz Radio Edit","Lilly Wood and The Prick","Prayer in C","Favorite Songs","Favorite","DEA621400286","5fnA9mkIfScSqHIpeDyvck"
"Akkumulator (Жуки - Батарейка cover)","Sturmmann","Sturmzeit","Favorite Songs","Favorite","RUA3R1702625","2bZqfhmtkDEFd2SpS3mpnI"
"Barbarella","Leopardstan","Barbarella","Favorite Songs","Favorite","RUA1D2305623","6fiDYroQj7k2QVEg0Fldz6"
"Evil Eye","Franz Ferdinand","Right Thoughts, Right Words, Right Action (Deluxe Edition)","Favorite Songs","Favorite","GBCEL1300304","6NlE71TbUglmKQVLhE1H8R"
"American Attraction","Anti-Flag","American Fall","Favorite Songs","Favorite","GBUM71703658","7p2xDNGlBBTQu2YEb6qLqG"
"Somebody Told Me","The Killers","Hot Fuss","Favorite Songs","Favorite","USIR20400195","6PwjJ58I4t7Mae9xfZ9l9v"
"Usseewa","Ado","Kyougen","Favorite Songs","Favorite","JPPO02002791","61KYsWS25JXUO4fGb1138X"
"SOS","Take That","Progress","Favorite Songs","Favorite","GBUM71028636","59RgAn3ZmCatL6U5jZ3nU8"
"You And I","Barns Courtney","404","Favorite Songs","Favorite","GBUM71804597","7krfJLNZ3Q1ITV3PKVbyoM"
"Out There","ITCHY","Six","Favorite Songs","Favorite","DEZ651350851","5e23zHx6R3iRWSHHOjjLFx"
"Let's Fall In Love","Mother Mother","The Sticks","Favorite Songs","Favorite","CAL451240003","2xk7AWmhnlsbPgm8fkkVbT"
"Freaks","Timmy Trumpet","Freaks","Favorite Songs","Favorite","AUNV01400450","62feRreeM9ea7i2VHVSKrg"
"Lock Me Up","The Cab","Lock Me Up","Favorite Songs","Favorite","USUM71405309","72I5gb06T9KIESon4AWY8S"
"Teeth","5 Seconds of Summer","CALM","Favorite Songs","Favorite","USUG11902528","3NxWJWftvkstyxvb1pZlFo"
"Государство","Lumen","XX лет. Избранное","Favorite Songs","Favorite","RUB241863404","72GLvdwRxt9RLvbuok1t46"
"Dance Sucka!","zebrahead","The Bonus Brothers (Japan Only Bonus Tracks)","Favorite Songs","Favorite","TCADH1756268","2934brZqRQ88sdlLVZoztY"
"The Nobodies","Marilyn Manson","Holy Wood","Favorite Songs","Favorite","USIR10001299","1x8sna2LV8WQ38NEtN5X46"
"Free.Mp3 (The Pirate Bay Song)","Dubioza kolektiv","Happy Machine","Favorite Songs","Favorite","US63G1500062","15WX46mfLk6ExJgWI7HN2i"
"1, 2, 3 Turn Around","Christian TV","Girlfriend Pop","Favorite Songs","Favorite","GBBPP1507401","073noMfO0WT3AHt4jpRsT7"
"Then You Kiss","I Hate Kate","Embrace the Curse","Favorite Songs","Favorite","USYAH0700048","5qzrrAKAIqSD2t2WJcZdbN"
"Smells Like Teen Spirit","Nirvana","Nevermind (Remastered)","Favorite Songs","Favorite","USGF19942501","4CeeEOM32jQcH3eN9Q2dGj"
"Putin, Putout","Klemen","Putin, Putout","Favorite Songs","Favorite","USE831546265","1yOvJb8BBvIJzg3Jq0ZUJT"
"Rainbow","Emigrate","Silent So Long","Favorite Songs","Favorite","DEUM71403294","2YItxQ9Gfa7tQVeSiLp1JJ"
"Counting Stars","OneRepublic","Native","Favorite Songs","Favorite","USUM71301306","2tpWsVSb9UEmDRxAl1zhX1"
"Der Teufel...","Schandmaul","Unendlich (Re-Edition)","Favorite Songs","Favorite","DEUM71303733","7IU6KSOTTCTCP2XcVAvfqI"
"Body Talks (feat. Kesha)","The Struts","YOUNG&DANGEROUS","Favorite Songs","Favorite","USUM71812411","71hhuJLNpxBQLSbbQ6ZWr4"
"Glitz At The Ritz","Jules Gaia","Razzmatazz","Favorite Songs","Favorite","SE5Q51700854","64j8zOeViwMfPcL4MlMErp"
"Alabama Song (Whisky Bar)","The Doors","The Doors","Favorite Songs","Favorite","USEE19900202","0JNZGIavoUrdup1NsgJOQs"
"Brianstorm","Arctic Monkeys","Favourite Worst Nightmare","Favorite Songs","Favorite","GBCEL0700061","7f9I5WdyXm5q1XqnSYgQZb"
"Rock Me Amadeus","Die Toten Hosen","""Ballast der Republik"" plus Jubiläums-Album ""Die Geister, die wir riefen""","Favorite Songs","Favorite","DEF241230027","6S6fhUVqs9hIsKdiSzYu18"
"I Like to Party","Jagwar Twin","33","Favorite Songs","Favorite","QZN882134129","3LYdr3p3aJHCFSgEWwcXAx"
"The Circle In The Square","Flobots","The Circle In The Square","Favorite Songs","Favorite","US7SF1252241","15J5AzUDE3F93Zq29zkQdF"
"Six Feet","Patent Pending","Riot Hearts Rebellion","Favorite Songs","Favorite","ITH711500154","0LvkE0gOLzfUTO7MoFNssM"
"My Medicine - Single Version","The Pretty Reckless","Light Me Up","Favorite Songs","Favorite","USUM71012900","6nRQHhMINUm8rjGgpdkBYH"
"Faint","Linkin Park","Meteora (Bonus Edition)","Favorite Songs","Favorite","USWB10300468","7AB0cUXnzuSlAnyHOqmrZr"
"The Law","Reach","The Promise of a Life","Favorite Songs","Favorite","SEXCG2001301","0gaBTCsHg5JsxeQrxoMzXW"
"Chloroform","Belasco","Something Between Us - Best Of","Favorite Songs","Favorite","DEP550500489","0EnDMDpD39zkqeI20Q5h9a"
"Forever Young Forever Drunk","The Hatters","Forever Young Forever Drunk","Favorite Songs","Favorite","FRX201745853","6VHgF7GlZ1mWcL1peXfNaS"
"Toy Boy","Stuck in the Sound","Nevermind the Living Dead","Favorite Songs","Favorite","FR1MK0600020","0vTRJ32D1tg11WnXc0CIq9"
"How Nightmares Die","Tardigrade Inferno","How Nightmares Die","Favorite Songs","Favorite","TCAFF2040952","3ml7OL2DNfaIfS0jmKXcfk"
"Get It Up","Mindless Self Indulgence","If","Favorite Songs","Favorite","US2420809921","2bPZ7cEBa5SKliThdwdiK7"
"Prescription","Mindless Self Indulgence","If","Favorite Songs","Favorite","US2420809919","7ygd7EsaT345QjzPl3Teq5"
"All The Things She Said","Madbones","Simple Frames","Favorite Songs","Favorite","USA370518084","7xCboX1UpH6LVcWJ4Hc0Rs"
"Black Cadillac","Shinedown","Threat to Survival","Favorite Songs","Favorite","USAT21502420","5oX3nujmD03IvRuMuhdYBl"
"State of My Head","Shinedown","Threat to Survival","Favorite Songs","Favorite","USAT21502573","1fnULsZuORnAgCFFbM8nTZ"
"We're All Dead","Lolita KompleX","Escapism","Favorite Songs","Favorite","FR2X41948390","1ZYUBzlF5Y7og7d1YEM9Ar"
"Rocking Roaming Horror Show","Lolita KompleX","Escapism","Favorite Songs","Favorite","FR2X41948389","2IBLFrtXYI3IkLu6ukXtAm"
"I Don't Dance","Sunrise Avenue","2011 Best of by uDiscover","Favorite Songs","Favorite","FIC051100004","2rlNsWFswSwlbr85JLkIrW"
"Hit That","The Offspring","Splinter","Favorite Songs","Favorite","USSM10312711","3lfmqF0ULXRHlWxBeaHo3t"
"Can't Stop","Red Hot Chili Peppers","By the Way (Deluxe Edition)","Favorite Songs","Favorite","USWB10201694","3ZOEytgrvLwQaqXreDs2Jx"
"Obsession","OK Go","Hungry Ghosts","Favorite Songs","Favorite","QMRSZ1401259","326keboiWfayvWK3uAh0bW"
"Du riechst so gut","Rammstein","Herzeleid (XXV Anniversary Edition – Remastered)","Favorite Songs","Favorite","DED579504840","4yUcHLkHUwAPpKN0Uvdo8I"
"Жить Так Долго","ЖЩ","Мрак","Favorite Songs","Favorite","TCAEQ2030049","4ZrZ38IdBOczSxu7XwAaU2"
"You're Gonna Go Far, Kid","The Offspring","Rise And Fall, Rage And Grace","Favorite Songs","Favorite","USSM10801605","6TfBA04WJ3X1d1wXhaCFVT"
"Happy Face","Jagwar Twin","Happy Face","Favorite Songs","Favorite","QZNWS2055769","6QNCvcs758QuBEBISL6XIV"
"American Idiot","Green Day","American Idiot","Favorite Songs","Favorite","USRE10400888","6nTiIhLmQ3FWhvrGafw2zj"
"High","Sir Sly","Don't You Worry, Honey","Favorite Songs","Favorite","USUM71701126","17aDyX39gb1iV1ZWvD1ffE"
"Крик","MiatriSs","Крик","Favorite Songs","Favorite","FR96X2046027","182jhXxzXlXf6NvQuEQjI4"
"SHUM","Go_A","SHUM","Favorite Songs","Favorite","QM4TX2159313","29bhnde7Gvnp7rvY9zsq5S"
"Crying Lightning","Arctic Monkeys","Humbug","Favorite Songs","Favorite","GBCEL0900443","6wVWJl64yoTzU27EI8ep20"
"Roundtable Rival","Lindsey Stirling","Shatter Me","Favorite Songs","Favorite","QMF921450110","2AWDDDp0vqPBnPhdgcZaD6"
"August","Intelligency","August","Favorite Songs","Favorite","RUA592000667","3ZQ3kDvbNYIZI4uR1qQHII"
"Foxtrot Uniform Charlie Kilo","Bloodhound Gang","Hefty Fine","Favorite Songs","Favorite","USUM70500792","6uGQKWdjmKvgH1QdDCcM8N"
"Milk Man","Rare Americans","Rare Americans 2","Favorite Songs","Favorite","CAGXI1900038","2YECDtiQgNFeY73k3ULUuw"
"Execution Is Fun!","Tardigrade Inferno","Execution Is Fun!","Favorite Songs","Favorite","TCADZ1896422","1sThVsuJyATcf2DfoLxhT3"
"Full Steam Spacemachine","Royal Republic","We Are the Royal","Favorite Songs","Favorite","SEVGT0904305","7mINYNzdxSIDCDUicWVOQp"
"Square Hammer","Ghost","Meliora (Deluxe Edition)","Favorite Songs","Favorite","USC4R1601938","5TNhjanmvwvmjCz2WYwSAv"
"Enemies","Shinedown","Amaryllis","Favorite Songs","Favorite","USAT21200235","1SDl9wY1MqbpJQW0yKEWxL"
"Ruler of Everything","Tally Hall","Marvin's Marvelous Mechanical Museum","Favorite Songs","Favorite","TCAAY1158676","3vFZheR74pxUkzxqhXTZ2X"
"The Kids Aren't Alright","The Offspring","Americana","Favorite Songs","Favorite","USSM19804363","4EchqUKQ3qAQuRNKmeIpnf"
"Pretty Fly (For A White Guy)","The Offspring","Americana","Favorite Songs","Favorite","USSM19804199","3SFXsFpeGmBTtQvKiwYMDA"
"We Are Number One","Tardigrade Inferno","Mastermind","Favorite Songs","Favorite","TCADZ1896339","7lI6wXOAaxrxy4XtsndYRA"
"I'm Coming for Your Soul","Tardigrade Inferno","Mastermind","Favorite Songs","Favorite","TCADR1862196","2JoDxZYnlMVIi4CD9AyZEK"
"По раскрашенной душе","Kukryniksy","Раскрашенная душа","Favorite Songs","Favorite","SMRUS0028199","2K1eqkioF3nzG0Spch3Lni"
"Waidmanns Heil","Rammstein","Liebe ist für alle da (Special Edition)","Favorite Songs","Favorite","DEMH50900003","2qiNfSncVqWp4Do6D4a3Le"
"A Million Ways","OK Go","Oh No","Favorite Songs","Favorite","USCA20500274","0n49fCjNGsbtNOE6cuWk79"
"Was ich liebe","Rammstein","Rammstein","Favorite Songs","Favorite","DEUM71900530","4anzVbFPUuZTw0KQeZ0qnu"
"Puppe","Rammstein","Rammstein","Favorite Songs","Favorite","DEUM71900529","2iFgHPoa7FNHwgLnjXzu7F"
"Sex","Rammstein","Rammstein","Favorite Songs","Favorite","DEUM71900528","15f16lrsDzFeNpHYBTzHLI"
"Radio","Rammstein","Rammstein","Favorite Songs","Favorite","DEUM71900525","5vZ4IeUenK2cHub2d7yfWk"
"Feuer frei!","Rammstein","Mutter","Favorite Songs","Favorite","DEN120100007","5aNH8inF5BsbThDeOLs7zs"
"Links 2 3 4","Rammstein","Mutter","Favorite Songs","Favorite","DEN120002818","52XYwQKlXp7scE7KrBBCID"
"Mein Herz brennt","Rammstein","Mutter","Favorite Songs","Favorite","DEN120100002","5ArNGisLzrNOIVwWajRRdt"
"Amnesie","Alligatoah","Triebwerke","Favorite Songs","Favorite","DEQ121319222","7dbB04CH8FgTDyWaxCMNeY"
"Willst du","Alligatoah","Triebwerke","Favorite Songs","Favorite","DEQ121319219","3FcqFCeCD6QRtRo6WGLCnC"
"Sid & Nancy","Lumen","Без консервантов","Favorite Songs","Favorite","RUB241443301","1tb8kyPeF4k7i6LFpEw5p1"
"The Worst of Me","Tardigrade Inferno","The Worst of Me","Favorite Songs","Favorite","TCAFM2119342","2O9h4j0VYP8ML3ztbjoxKM"
"Another Way Out","Hollywood Undead","Notes From The Underground","Favorite Songs","Favorite","USUM71215656","7J8D1BVioYBaKFUnDAHTak"
"Dani California","Red Hot Chili Peppers","Stadium Arcadium","Favorite Songs","Favorite","USWB10600700","10Nmj3JCNoMeBQ87uw5j8k"
"Lights Out","Mindless Self Indulgence","If","Favorite Songs","Favorite","US2420809918","7L7AJb57lJH6YpnANgCDO6"
"Cut the Cord","Shinedown","Threat to Survival","Favorite Songs","Favorite","USAT21501541","4LFBVDJV0xpayUvquQVzhS"
"Trostpreis","Alligatoah","Schlaftabletten, Rotwein III","Favorite Songs","Favorite","DEKE51100313","4VxwozEv5dVKR1ZlrviqKm"
"Alli-Alligatoah","Alligatoah","Alli-Alligatoah","Favorite Songs","Favorite","DEQ021801377","7f9DecO83hwnKBz3A82E1q"
"Seven Nation Army","The White Stripes","Elephant","Favorite Songs","Favorite","USVT10300001","3dPQuX8Gs42Y7b454ybpMR"
"Sha La La","Manfred Mann","Down the Road Apiece - the Recordings 1963-1966","Favorite Songs","Favorite","GBAYE6400171","2cIcDvJYzdJBWzMUrMS2aM"
"Bleib in der Schule","Trailerpark","Crackstreet Boys 3 (Bonus Tracks Version)","Favorite Songs","Favorite","DEQ121426918","14ZdGRgEojosST783o66CX"
"Terrible Things","Brick + Mortar","Bangs","Favorite Songs","Favorite","USUM71308358","7Dgt0TvvmEnKMRBoU8GF3C"
"Keep This Place Beautiful","Brick + Mortar","Bangs","Favorite Songs","Favorite","USUM71308357","5a3IPn1FNJG6VEI7B8NXBh"
"No I Won't Go","Brick + Mortar","Bangs","Favorite Songs","Favorite","USUM71308356","3KVXLWlR1MgpNInWxWA3LW"
"Пыльник","Ваганыч","Пыльник","Favorite Songs","Favorite","TCAFG2074988","0LGmmxXfTcFpgwPVk2dwdc"
"Hitler töten","Sudden","Superkräfte","Favorite Songs","Favorite","DEQ121429892","0C6IByDi0iBsKtry8HGD4S"
"Ichisichisichisich","Die Fantastischen Vier","Fornika - Jubiläums-Edition","Favorite Songs","Favorite","DEE860700116","0H2RR5vLce23Dkp686r5Vo"
"Ernten was wir säen","Die Fantastischen Vier","Fornika - Jubiläums-Edition","Favorite Songs","Favorite","DEE860700040","0YzLyr9resZQQdfLu61PeW"
"Stupid MF","Mindless Self Indulgence","You'll Rebel to Anything (Expanded and Remastered 2008)","Favorite Songs","Favorite","US68L0500007","5x72ol5TLUO0ymkQr4JuWB"
