Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Aerials","System Of A Down","Toxicity","Favorite Songs","Favorite","USSM10107264","4e9eGQYsOiBcftrWXwsVco"
"Lonely Day","System Of A Down","Hypnotize","Favorite Songs","Favorite","USSM10505340","4xBHZ2Mr0gCdFYXrPZuYXO"
"Violent Pornography","System Of A Down","Mezmerize","Favorite Songs","Favorite","USSM10501583","249Z7XT6mf8B2zuI0RaeS0"
"Blood Gets Thin","Pete And The Pirates","Jennifer / Blood Gets Thin","Favorite Songs","Favorite","GBPKZ0800205","0LmZSzTDe8Eg4Wm451zPn1"
"Dragula","Rob Zombie","Hellbilly Deluxe","Favorite Songs","Favorite","USGF19821203","6Nm8h73ycDG2saCnZV8poF"
"The Code","Nemo","The Code","Favorite Songs","Favorite","DEUM72401182","1EjIXKhNHI00ZLMRpS8iz8"
"Deer Dance","System Of A Down","Toxicity","Favorite Songs","Favorite","USSM10107253","2SpGXD7EbexndFmmThrnsy"
"Rim Tim Tagi Dim","Baby Lasagna","Rim Tim Tagi Dim","Favorite Songs","Favorite","AT2DY2400003","5TswDbxMnxptgFTf6ZxvXQ"
"(nendest) narkootikumidest ei tea me (küll) midagi","5MIINUST","(nendest) narkootikumidest ei tea me (küll) midagi","Favorite Songs","Favorite","EEUM72300054","3wdfbb4qfNmPHJRn8ILMHk"
"Push It (2018 Remaster)","Garbage","Version 2.0 (20th Anniversary Deluxe Edition)","Favorite Songs","Favorite","USAL19800028","5i3jxCTGqa5zbplZzYzUcP"
"Down In It","Nine Inch Nails","Pretty Hate Machine","Favorite Songs","Favorite","USUM70822804","06UVb2bREPv8hvioVkaMvC"
"Heresy","Nine Inch Nails","The Downward Spiral (Deluxe Edition)","Favorite Songs","Favorite","USIR19400527","6pzLYIFvcV5w3ePpGIIyqw"
"Hurt","Nine Inch Nails","The Downward Spiral","Favorite Songs","Favorite","USIR19400538","27tX58NOpv1YKQ0abW7EPy"
"Crucified","Ghost","If You Have Ghost","Favorite Songs","Favorite","USUM71313971","0PSWSiRXsxsLAEdEhaJAId"
"Mama","My Chemical Romance","The Black Parade","Favorite Songs","Favorite","USRE10602910","0Zh3tKIphLOvQux4dA6PFZ"
"Bleed It Out","Linkin Park","Minutes to Midnight","Favorite Songs","Favorite","USWB10701213","0UFDKFqW2oGspYeYqo9wjA"
"Delay Lama - Mellowdrone Remix","Modwheelmood","Things Will Change - Remixes","Favorite Songs","Favorite","US25T9922093","6jAaoDjTQplrpoGOwOBEOe"
"Head Like A Hole","Nine Inch Nails","Pretty Hate Machine (Remastered)","Favorite Songs","Favorite","TCAAS1032130","6j0Q06QmlWdd8xlS8NrOhl"
"Empty Walls","Serj Tankian","Elect the Dead (Deluxe)","Favorite Songs","Favorite","USRE10701678","6Y2kW1mdHE0znPCjtOdt5m"
"Losing My Religion","R.E.M.","Out Of Time (25th Anniversary Edition)","Favorite Songs","Favorite","USC4R1605373","31AOj9sFz2gM0O3hMARRBx"
"A Horse with No Name","America","America","Favorite Songs","Favorite","USWB19901792","54eZmuggBFJbV7k248bTTt"
"Scar Tissue","Red Hot Chili Peppers","Californication (Deluxe Edition)","Favorite Songs","Favorite","USWB19900674","1G391cbiT3v3Cywg8T7DM1"
"Toxic","Britney Spears","In The Zone","Favorite Songs","Favorite","USJI10301005","6I9VzXrHxO9rA9A5euc8Ak"
"...Baby One More Time","Britney Spears","...Baby One More Time (Digital Deluxe Version)","Favorite Songs","Favorite","USJI19810404","3MjUtNVVq3C8Fn0MP3zhXa"
"Hayloft","Mother Mother","O My Heart","Favorite Songs","Favorite","CAL450882108","2kKkl59fY6Cic1CmhvSEZK"
"Word Up!","Korn","Word Up! (The Remixes)","Favorite Songs","Favorite","USSM10411917","1pHPpLVH2XEN0xYRoQs4wq"
"Cha Cha Cha","Käärijä","Cha Cha Cha","Favorite Songs","Favorite","FIWMA2200519","5RX8T3EoTuXcybAxe6oPAw"
"Пей пиво!","Diskoteka Avariya","Все хиты: Авария против!","Favorite Songs","Favorite","FR59R1654957","2j2zNl42qQ0DNIZ1AAk4vA"
"Touch Fluffy Tail","Ken Ashcorp","Touch Fluffy Tail","Favorite Songs","Favorite","TCABG1228826","4RVrjlX3Dc7ZsEpJBJyUzc"
"Absolute Territory","Ken Ashcorp","Absolute Territory","Favorite Songs","Favorite","TCABM1371250","32zqrDpYvNr8BuOClDpavD"
"Hydrogen","M|O|O|N","MOON E.P.","Favorite Songs","Favorite","USX9P1263860","10VVCjsMTbM39bPzygGSex"
"Pictures","Timo Maas","Pictures","Favorite Songs","Favorite","GBAHT0500190","0BtgkXtR2jI4EZI5OjsclX"
"20 Percent Cooler","Ken Ashcorp","20 Percent Cooler - Single","Favorite Songs","Favorite","TCABC1111424","1DFnEeH1a4zUh4pIRzopEF"
"Pvp","Ken Ashcorp","Pvp - Single","Favorite Songs","Favorite","TCABB1147206","6gHsenqqwzj67gp1OzCIi2"
"Burn the World","Black Light Burns","The Moment You Realize You're Going to Fall","Favorite Songs","Favorite","TCAFZ2267923","03MgmmqlTOI5gGjN6pif7D"
"Love Hurt Bleed","Gary Numan","Splinter (Songs from a Broken Mind)","Favorite Songs","Favorite","GBCEJ1300287","0vUZstVWslnjMDN91aoWfc"
"Not In Love","Crystal Castles","Crystal Castles (II)","Favorite Songs","Favorite","GBUM71001720","5pSUjdZs1w7k6o44ej11Sa"
"Silver Lights","Coconuts","Coconuts","Favorite Songs","Favorite","USLKU1023002","3hqvKNnZZtGuSddXhLEaKJ"
"Hollywood Heights","Mitch Murder","Burning Chrome","Favorite Songs","Favorite","USA2P1009946","2sKCopgrCB5zxQXswBFSxS"
"Frantic Aerobics","Mitch Murder","Current Events","Favorite Songs","Favorite","USQY51188401","3xG7c1i87m8DIIOxyGzh2e"
"Electric Dreams","Perturbator","Night Driving Avenger EP","Favorite Songs","Favorite","TCABU1454234","4NGNiR0zwa26sxjeKbv59z"
"Knock Knock","Scattle","Hotline Miami: The Takedown EP","Favorite Songs","Favorite","SEYOK1405011","6cthJIumjsMpJBeDJ2w6Dn"
"All My Heroes","Naeleck","All My Heroes","Favorite Songs","Favorite","FRR642000624","0m9Td3Cuc0frjFJWxvYpon"
"Dust","M|O|O|N","Particles","Favorite Songs","Favorite","ushm21300577","5UFXAE1QXIGnmALcrQ4DgZ"
"Synthetic","Duke & Jones","Gaming Music 2020","Favorite Songs","Favorite","GBKQU2033713","0KlKYTupXUKaqAH8tQEp0m"
"Miami Disco","Perturbator","Sexualizer EP","Favorite Songs","Favorite","TCABU1454245","5QyvmZYiOuK0saTv6J77Yg"
"NARC","Mega Drive","198XAD","Favorite Songs","Favorite","USLZJ1412776","1Cl7VUhNjgZOeQkZrizJlB"
"Voyager - Original Mix","Jasper Byrne","Hotline Miami EP","Favorite Songs","Favorite","GBKQU1680489","1bweOqaO6SIGRRMupc7zMm"
"Deep Cover","Sun Araw","On Patrol","Favorite Songs","Favorite","USA2Z1010521","6rne7RR7YOkAuRYeNP9GQT"
"Sexualizer (feat. Flash Arnold)","Perturbator","Sexualizer EP","Favorite Songs","Favorite","TCABU1454243","4mbYAXxvtRHjLZT92MTT8k"
"Pacific Coast Highway","Fukkk Offf","Gaming Music 2020","Favorite Songs","Favorite","GBKQU1815253","2XrmzX4qqHDg3Uxjbnv2tk"
"Horse Steppin’","Sun Araw","Beach Head","Favorite Songs","Favorite","GBGCA1000823","2rYZETHlA6JTDbbkAWj9jD"
"Roller Mobster","Carpenter Brut","Trilogy","Favorite Songs","Favorite","FR9W11319889","4eiTSqoxOWExDu57OSQWgr"
"Kaboom","Naeleck","Christmas Kaboom","Favorite Songs","Favorite","FR9W12241919","3r4fcy5ojAZkg3jc3dGOGy"
"Daisuke","El Huervo","Do Not Lay Waste To Homes...","Favorite Songs","Favorite","USSEV1200005","1hGRe4d3LJCg1VszAU8Cy1"
"Paris","M|O|O|N","Moon - EP","Favorite Songs","Favorite","usx9p1263858","4PbZ1dClx4HnT67mPcbyXz"
"Danse Macabre - Macrowave Remix","Naeleck","Danse Macabre","Favorite Songs","Favorite","GBKQU1524511","4MqmchLMilu2MxoHINXljI"
"Hotline - Original Mix","Jasper Byrne","Hotline Miami EP","Favorite Songs","Favorite","GBKQU1680488","22VoYx9y3MTOVC71iYtbCM"
"Crush","El Huervo","Do Not Lay Waste To Homes...","Favorite Songs","Favorite","USSEV1200008","5euv2IRthAk2vzFppYTQEb"
"The Demon","Naeleck","Gaming Music 2020","Favorite Songs","Favorite","GBLV61723165","0aObGtg9FObBekhv2Utqon"
"Flatline","Scattle","Hotline Miami: The Takedown EP","Favorite Songs","Favorite","SEYOK1405015","4e6tEXni2K0cZYFmku6Htf"
"Crystals","M|O|O|N","Moon - EP","Favorite Songs","Favorite","usx9p1263859","5isHndEunT9J7bv4Mz9jgs"
"Vengeance (The Return of the Night Driving Avenger) [Bonus Track]","Perturbator","Nocturne City","Favorite Songs","Favorite","TCABU1454849","6f0sKFgjcesnolqU8Fz8kB"
"Hydrogen","M|O|O|N","Moon - EP","Favorite Songs","Favorite","usx9p1263860","38rMZCtAPuRgOuV3pyFDmF"
"Inner Animal","Scattle","Hotline Miami: The Takedown EP","Favorite Songs","Favorite","SEYOK1405013","3lunKcmf2thdxi686Y4Q0i"
"Faces","Electric Youth","Valerie And Friends","Favorite Songs","Favorite","FR6V80917871","17LeSvSYhbR7ZT3xgkeGGD"
"Release","M|O|O|N","Moon - EP","Favorite Songs","Favorite","usx9p1263861","2vRSzbCIMogeAoCmleuCIy"
"Sleepy","Virtual Mage","Moondust","Favorite Songs","Favorite","CAENV2012123","5e20l8hl7vcF96rYn9FxAM"
"Miami - Original Mix","Jasper Byrne","Hotline Miami EP","Favorite Songs","Favorite","GBKQU1680487","6zEGOVxDlKdv7kauGS20X8"
"Turf","El Huervo","Turf","Favorite Songs","Favorite","QM6N21443614","5cxO0FSGGKa5xHkpedIpP6"
"The scarlett empress","College","Teenage color Ep","Favorite Songs","Favorite","FR6V80800790","46A9awz7xtpDGNeNtaqWMh"
"To The Top","Scattle","Hotline Miami: The Takedown EP","Favorite Songs","Favorite","SEYOK1405014","5fEwL4VuYKnPyxU1d4TMoC"
"It's Safe Now","Scattle","Hotline Miami: The Takedown EP","Favorite Songs","Favorite","SEYOK1405012","6KTv9CuZL52fRdOJ7IUl3Q"
"84' Dreamin","Com Truise","In Decay","Favorite Songs","Favorite","US2J71206002","3QtDwzsHJayeFRH0mON2Qg"
"Under Your Spell","Desire","II","Favorite Songs","Favorite","USL840910008","77zz8fPUkrXjqK5sFyoHhm"
"Encom Part 2 - Remixed by Com Truise","Daft Punk","TRON: Legacy Reconfigured","Favorite Songs","Favorite","USWD11156371","3SL3UavpjRKNMM9UVlE9Bx"
"Alfa Beach","Com Truise","In Decay","Favorite Songs","Favorite","US2J71206006","6nOUMo8j6B9Pp3nh8G9Dk0"
"Blizzard","Light Club","Feeelings","Favorite Songs","Favorite","GBQLP1200123","4aBk7kngzk4G3vJEBKBMoC"
"Space Dust (Bonus Track)","Com Truise","Cyanide Sisters EP (Bonus Track Version)","Favorite Songs","Favorite","US2J71102810","3uHcsNvSUp4NjVSni0ptjO"
"Overdrive","Lazerhawk","Redline","Favorite Songs","Favorite","USQY51005035","3p8GZk4Lcc02CJSSo9q1WV"
"Flightwave","Com Truise","Galactic Melt","Favorite Songs","Favorite","US2J71103805","0mR5Cs2UfiLPF3LXjZTzky"
"Closed","Com Truise","In Decay","Favorite Songs","Favorite","US2J71206013","4t8W4JECLRWp1esQXCfDWc"
"Plus Four","M|O|O|N","Particles","Favorite Songs","Favorite","ushm21300578","52jLJcez4Oa9VTtA9OkSEN"
"Star Hustler","Lazerhawk","Visitors","Favorite Songs","Favorite","USQY51243482","37EQA0kVvBeapSntcWLZr8"
"Yesterday","FM Attack","Dreamatic","Favorite Songs","Favorite","CA1HD0900030","123TlOQ6qCMY2mNJgezk19"
"Open","Com Truise","In Decay","Favorite Songs","Favorite","US2J71206001","07ZpxrQRy1CefYcDoX4pH3"
"Electric Groove","Lazerhawk","Redline","Favorite Songs","Favorite","USQY51005036","6uPigfYyqYrLvIgxbcJkcU"
"So Far Away","Lazerhawk","Visitors","Favorite Songs","Favorite","USQY51243479","0geHO06wzs823qhFfJ2xMS"
"Le Perv","Carpenter Brut","EP I","Favorite Songs","Favorite","FR9W11217626","07O9q2uT9soqBbkBIf28Ig"
"She Meditates","Light Club","Feeelings","Favorite Songs","Favorite","GBQLP1200131","292l5vdcXaDA8hvGvS0dS0"
"Dreambender","Com Truise","In Decay","Favorite Songs","Favorite","US2J71206003","1yGc3DpUU57Hu9xJstb9Br"
"Shoulder of Orion","Lazerhawk","Visitors","Favorite Songs","Favorite","USQY51243478","2HDQ9trkexhguixRU4RtWR"
"Visitors","Lazerhawk","Visitors","Favorite Songs","Favorite","USQY51243472","6zpNN5mO5YjFy25JgEvGqR"
"Escape from Midwich Valley","Carpenter Brut","Trilogy","Favorite Songs","Favorite","FR9W11217621","1FRa5OZa3IJG6TCOH9es2t"
"Beams","Tape","Luminarium","Favorite Songs","Favorite","SEWQN0800301","6lhQOGlAtb5NhWNqWmxEWI"
"Warehouse","M|O|O|N","Particles","Favorite Songs","Favorite","ushm21300579","2tAkIUHzIfJCvcaA5JAaxj"
"Walking","Modulogeek","Walking Around Aimlessly","Favorite Songs","Favorite","QMPKX1430900","5VTZMdDdOAGa5IUMH2RMzu"
"Lady","Chromatics","In The City","Favorite Songs","Favorite","USL841010030","6otIc0oVvatI8rNxLUNS05"
"Remorse","Scattle","Visitors","Favorite Songs","Favorite","SEYOK1409110","5lwwvBCUABdNcrIVYn6E15"
"Acid Spit","Mega Drive","198XAD","Favorite Songs","Favorite","USLZJ1412775","5mpiScA2oLJbnDKb9hR9Ai"
"Future Club","Perturbator","Dangerous Days","Favorite Songs","Favorite","TCABW1462862","20ztml2STRF7Sq1UaBB6ox"
"Pursuit","Gesaffelstein","Aleph","Favorite Songs","Favorite","FRZ111300412","2jJIxT6WAIVWzDo3Ou53Q0"
"Fahkeet","Light Club","Black and Gold","Favorite Songs","Favorite","GBQLP1100418","2VdTTgkUBf0pEClsPnRzBG"
"Quixotic","M|O|O|N","Quixotic","Favorite Songs","Favorite","ushm21400069","5cZva2sFzjPzbSs0x0FVXP"
"Aimlessly","Modulogeek","Walking Around Aimlessly","Favorite Songs","Favorite","QMPKX1430902","1pbIAfc8ArpZeVWokllVGk"
"Bloodline","Scattle","Visitors","Favorite Songs","Favorite","SEYOK1409108","6NCM7ADhVKOo2tT84p60hP"
"The Way Home","Magic Sword","Volume 1","Favorite Songs","Favorite","QMM3X1405103","5T7msZdVtvmVn6wVkbBJa5"
"Expanses 2","The Green Kingdom","Expanses","Favorite Songs","Favorite","TCABT1488032","5RH1TvXCPnk8z10KbKCzmW"
"You Are The Blood","Castanets","Cathedral","Favorite Songs","Favorite","US64G0301104","3H9QnhUFdJaKr6TFCfipwO"
"Technoir (feat. Noir Deco)","Perturbator","I Am the Night","Favorite Songs","Favorite","TCACD1591353","0Qrso3yXM7oHIMHwmNMepN"
"Virtual Gaming","Naeleck","Virtual Gaming","Favorite Songs","Favorite","GBLV61928545","6SG6Tf9em9kbueirgail0n"
"Simma hem","Riddarna","Under jorden","Favorite Songs","Favorite","SELNA1300422","0nELKiDHUV4s9JqvwJVA4F"
"Le Perv","Carpenter Brut","Trilogy","Favorite Songs","Favorite","FR9W11217626","6LFyoNh5NACnd6yoX7kAdF"
"Bad Ending","Benny Smiles","Hotline Miami 2 EP","Favorite Songs","Favorite","IELMC1500002","2ujK12d4VKa5ITAvSZbDxU"
"Rust","El Huervo","Rust B/W Ghost","Favorite Songs","Favorite","QM6P41552908","2uA9EGy7KifPvk2F342IvR"
"Hotline - Analogue Mix","Jasper Byrne","Hotline Miami EP","Favorite Songs","Favorite","GBKQU1680490","2u3XaqJpeMtkGU4e6q9kYN"
"Ghost","El Huervo","Rust B/W Ghost","Favorite Songs","Favorite","QM6P41552909","3KbcoS34yJWwEun5syaD3b"
"Please","Nine Inch Nails","The Fragile","Favorite Songs","Favorite","USIR19902597","5Vvh2QYkwuDCSdf4xOJZKP"
"She Swallowed Burning Coals","El Tigr3","¡Roar!","Favorite Songs","Favorite","TCACL1621408","0F1yb5tFzXDocAXqcljA9H"
"The Whisper","Beícoli","LAIKA: Aged Through Blood (Original Soundtrack)","Favorite Songs","Favorite","QZPJ32307929","5b4ITSMYxLfDwLNokEBVyV"
"Song 2 - 2012 Remaster","Blur","Blur (Special Edition)","Favorite Songs","Favorite","GBAYE1200348","1FTSo4v6BOZH9QxKc3MbVM"
"Bruises","Fox Stevenson","Bruises (Destinations)","Favorite Songs","Favorite","GB2LD1800696","6ZjF7ecMawDKpbMTfo5p46"
"Killing In The Name","Rage Against The Machine","Rage Against The Machine - XX (20th Anniversary Special Edition)","Favorite Songs","Favorite","USSM11205433","59WN2psjkt1tyaxjspN8fp"
"mOBSCENE","Marilyn Manson","The Golden Age Of Grotesque","Favorite Songs","Favorite","USIR10300204","1YVuJrfHHmD4ilULhAVqPW"
"Vlad the Impaler","Kasabian","West Ryder Pauper Lunatic Asylum","Favorite Songs","Favorite","GBARL0801802","488cKOZoT89BDBF4i3qGt3"
"Sha La La La La","Heavy Young Heathens","Heavy Young Heathens","Favorite Songs","Favorite","TCAFG2032284","7JvJgOihD7NlCslxjqE4Cb"
"Гимн панков","Krasnaya Plesen","Бульбулятор","Favorite Songs","Favorite","FR2X41728428","650MBec6RmNNsDdCJEpLpU"
"Wie Zuhause (feat. Alligatoah) - MTV Unplugged / Single Edit","Santiano","Wie Zuhause (MTV Unplugged)","Favorite Songs","Favorite","DEUM71903814","1zTu8Kfi8Gk29kSbSjvSAE"
"Boneyard","The Dreadnoughts","Victory Square","Favorite Songs","Favorite","CASE10900093","5nqk8EGrgmyDgCHHVcquSm"
"Contra Dubstep","Moon Hooch","This Is Cave Music","Favorite Songs","Favorite","USME31400413","10x7kVl8BshrbDgCCYR3wI"
"Everyday I Love You Less And Less","Kaiser Chiefs","Employment","Favorite Songs","Favorite","GBDVX0400056","5dvBeCMTzUNjyWIcuykzyh"
"Hey Man, Nice Shot - Remastered Version","Filter","Short Bus","Favorite Songs","Favorite","USRE10900236","1IyHPt3b6BrhdMwNyk0VM0"
"I Come With Knives","IAMX","The Unified Field","Favorite Songs","Favorite","DEZ901300038","2FnukbZsuLUY3BK6lWtx1K"
"Аргентина-Ямайка - 5:0","Chaif","Шекогали","Favorite Songs","Favorite","FR2X41839972","15BlxIKqx48pzKcdmPzwZk"
"18 берёз","Чиж & Co","Гайдном буду!","Favorite Songs","Favorite","RUB311905502","1YYh3JxMXNl07IPD1bsP8u"
"Питер рок-н-ролл","Brigadniy Podryad","Сомнамбула","Favorite Songs","Favorite","QMFMG1591459","7M83GapL78WmsVVUDgfIaM"
"NARC","Mega Drive","198XAD","Favorite Songs","Favorite","USLZJ1412776","49WTK2Z6dqW443b7Exh5BC"
"Strangers (feat. EileMonty)","Scratch21","Scratch21","Favorite Songs","Favorite","TCACC1489479","5yKWXhSvotVvyEnhexcWZy"
"я очень устал","Pasosh","Пасош (Демо)","Favorite Songs","Favorite","QMFME1998996","2dLdCIXjQ5W6QqJBRAVZfN"
"The Chain - 2004 Remaster","Fleetwood Mac","Rumours (Super Deluxe)","Favorite Songs","Favorite","USWB11301116","5e9TFTbltYBg2xThimr0rU"
"Fahrradsattel","Pisse","Kohlrübenwinter","Favorite Songs","Favorite","GX38U2169400","3svmi1v7HMlyYb7Pnossz6"
"Из алма-аты","Ногу Свело!","В темноте","Favorite Songs","Favorite","QMBZ91334024","2f7ZuWAzrPWcdfbJ6XVDCW"
"San Francisco (Be Sure to Wear Flowers in Your Hair) - Single Version","Scott McKenzie","San Francisco","Favorite Songs","Favorite","USSM16701024","6vcNJUWtUPB0hKC6VbZriY"
"Sixteen Tons","The Platters","The Platters Golden Hits","Favorite Songs","Favorite","USIR20200742","5K8vyssaOP8gltF0fGs8X1"
"AMTV","Korol i Shut","Тень клоуна","Favorite Songs","Favorite","USA371467062","6himFsEBMLPzjM66KbPpHB"
"Коли тебе нема","Okean Elzy","Янанебібув","Favorite Songs","Favorite","US6R21369383","2mgX6BJB1HLOUz4RIUJyW3"
"Ready to Go","Republica","Republica","Favorite Songs","Favorite","GBARL9600018","7Duqn8un04Nz5n4PWk83Q5"
"Go With The Flow","Queens of the Stone Age","Songs For The Deaf","Favorite Songs","Favorite","USIR10211290","0wzRcekWyVCSyPtlPOeJau"
"Ernten was wir säen - Schweinerock Mix","Die Fantastischen Vier","Fornika - Jubiläums-Edition","Favorite Songs","Favorite","DEA810700085","7oHr3qJ7Lm7htnw7Qf2EJZ"
"On Fire","Neon Plastix","Awesome Moves","Favorite Songs","Favorite","GBCGQ0900021","7E72R2LQhBJmXwSSXLghqz"
"Kids with Guns","Gorillaz","Demon Days","Favorite Songs","Favorite","GBAYE0500170","0eEgMbSzOHmkOeVuNC3E0k"
"March Of The Pigs","Nine Inch Nails","The Downward Spiral","Favorite Songs","Favorite","USIR19400528","56NATwQKP7m64hFLFlKzXe"
"Touch-Tone Telephone","Lemon Demon","Spirit Phone","Favorite Songs","Favorite","TCACM1645301","3la5OesvyTzhCuIhnkJT4E"
"Get Jinxed","League of Legends","The Music of League of Legends Vol. 1","Favorite Songs","Favorite","QMAF31400023","0WpRF4X2LyMTZnqqrXX19U"
"Run","IAMTHEKIDYOUKNOWWHATIMEAN","S/T EP","Favorite Songs","Favorite","SEYOK1508974","63AYMkPl6rRn9m9NuUMrxI"
"Boulevard of Broken Dreams","Green Day","American Idiot (20th Anniversary Deluxe Edition)","Favorite Songs","Favorite","USRE11200337","0U87auHx1iZTEFcq9KVdmO"
"Bitches","Mindless Self Indulgence","Frankenstein Girls Will Seem Strangely Sexy","Favorite Songs","Favorite","USEE19900304","7wwLxmUVLCfySaJ0fdyelI"
"Love 2 Hurt U","Jasper Byrne","Hotline Miami 2 EP","Favorite Songs","Favorite","GBKQU1729522","2DUVzo5V95dUF1xOIFhaTk"
"Bullets","Archive","Controlling Crowds (Parts I-III)","Favorite Songs","Favorite","GBEYA0800112","5zxJ3BZyd6BK2gX4b2RnB4"
"Starfuckers, Inc.","Nine Inch Nails","The Fragile","Favorite Songs","Favorite","USIR19902598","5RxKqRKJva5ZcVa0ltdxuX"
"Sigh on a Hurricane","HIMALAYAS","Sigh on a Hurricane","Favorite Songs","Favorite","TCADF1780702","7DagTehbTpe96SDIdyGaEu"
"O My Heart","Mother Mother","O My Heart","Favorite Songs","Favorite","CAL450882101","15geVctY3jvUuDkEAaQPdV"
"Banquet","Bloc Party","Silent Alarm","Favorite Songs","Favorite","GBDNH0400385","4juzduULFJiZVIcrC1tkxE"
"Red Flag","Billy Talent","Billy Talent II","Favorite Songs","Favorite","USAT20612281","2RZWdE8kYPlCAcRUYDeuLC"
"The Mind Electric","Miracle Musical","Hawaii: Part II (Deleted)","Favorite Songs","Favorite","TCACB1435456","4jKKSCc2RkODUcbr5rcPcn"
"Addictive","Royal Republic","Save the Nation (Bonus Tracks Version)","Favorite Songs","Favorite","DEA621200290","5jFPuMPcACkZTikS02oU5a"
"Colours","The Prodigy","Invaders Must Die","Favorite Songs","Favorite","GBCEJ0800387","55SoC0AgoaxRVq66UvWGLT"
"Honey I'm Home","Ghost and Pals","Honey I'm Home","Favorite Songs","Favorite","QZFZ71935711","6mi1qJnxW164dbHszk32z5"
"Dark Skies","Brick + Mortar","Dropped","Favorite Songs","Favorite","USZZ41500306","01PHwtyIkZWpnghPOh1O6u"
"Bad Motherfucker","Biting Elbows","Bad Motherfucker","Favorite Songs","Favorite","TCABM1376142","7MtcHoqyYMFue7J8pmXZ8a"
"Labyrinth","OOMPH!","Monster","Favorite Songs","Favorite","DEC760800065","5GJtUX7Kez71ipe1OeDKF7"
"Do I Wanna Know?","Arctic Monkeys","AM","Favorite Songs","Favorite","GBCEL1300362","5FVd6KXrgO9B3JPmC8OPst"
"Twisted Transistor","Korn","See You On the Other Side","Favorite Songs","Favorite","USVI20500580","05NpeTQWnzXS1d8ZqL4YFZ"
"Can't Go to Hell","Sin Shake Sin","Lunatics and Slaves","Favorite Songs","Favorite","ushm21425653","7859pcBwSTJ8jerSu6lh9C"
"The Rockafeller Skank","Fatboy Slim","You've Come a Long Way Baby","Favorite Songs","Favorite","GBBMQ9900048","5AgCO3dc2kuSicCsw09YCA"
"Kiss The Go-Goat","Ghost","Seven Inches of Satanic Panic","Favorite Songs","Favorite","USC4R1902749","79QLNktJsGNRz4ijFnDywD"
"Sleepwalk","Forrest Day","Forrest Day","Favorite Songs","Favorite","US3SS1100007","62IdLWal7bBuZPrqjl2COm"
"Steady, As She Goes","The Raconteurs","Broken Boy Soldiers","Favorite Songs","Favorite","USVT10600052","4xlEKYv7HmC8zXoJIbpZKM"
"Choke","I DONT KNOW HOW BUT THEY FOUND ME","Choke","Favorite Songs","Favorite","TCADH1774692","37mfTcSlX60JtAvAETytGs"
"You're in Love with a Psycho","Kasabian","For Crying Out Loud (Deluxe)","Favorite Songs","Favorite","GBARL1700369","0AJhcuRl3i1FfPNr88ZScv"
"Witness Tree","Rodrigo y Gabriela","Mettavolution","Favorite Songs","Favorite","IEACJ1800155","4Yakdt3S668ZNFN3vUidS4"
"Город","Tantsy Minus","Флора и фауна","Favorite Songs","Favorite","RUB421201276","0qRKI2kpdGqaiK4xYaCtN4"
"#1 Crush - Nellee Hooper Mix","Garbage","Garbage (20th Anniversary Super Deluxe Edition)","Favorite Songs","Favorite","GBPVV1501060","6H0OAE0okNGkA29feqkyse"
"Take the World","She Wants Revenge","Valleyheart","Favorite Songs","Favorite","USDPK1085001","2liAurQDvBwqRfJCfLVkCQ"
"Break Stuff","Limp Bizkit","Significant Other","Favorite Songs","Favorite","USIR19902309","5cZqsjVs6MevCnAkasbEOX"
"Сука","Горностай","Воздух свободы","Favorite Songs","Favorite","US3KM1111003","1obSDZjAoxff7kMQC5nEiu"
"Closer","Nine Inch Nails","The Downward Spiral","Favorite Songs","Favorite","USIR19400529","39tLc4Xp58Lu4KcWHggeE2"
"Suck My 401k","Jarrod Alonge","Beating a Dead Horse: Deluxe Ultra-Limited Exclusive Undead Edition","Favorite Songs","Favorite","TCACJ1555941","6lLE9NCzojRvLsapCD94SX"
"Inconceivable Somatic Defecation","Jarrod Alonge","Beating a Dead Horse: Deluxe Ultra-Limited Exclusive Undead Edition","Favorite Songs","Favorite","TCACF1517108","0yXOStyMIamEF5BSPr9PtF"
"Stitches","Orgy","Candyass","Favorite Songs","Favorite","USRE19800360","5Y76U25W2UAZF9AwfrFAoJ"
"12 Days Of A Pop-Punk Christmas","Jarrod Alonge","Punk Goes Christmas (Deluxe)","Favorite Songs","Favorite","US5261518216","3a0JYuE4yo9xtGon59a7t9"
"The Power - Extended Version","H-Blockx","Get In The Ring","Favorite Songs","Favorite","DEC760100329","6DQ1wDCcG5FHkdKeFSvgAT"
"Дверь","Dolphin","Глубина резкости","Favorite Songs","Favorite","QMFMG1593563","1agw9B990wPvsFZbugvwMe"
"The 808 Track (feat. Mighty High Coup)","Bassnectar","Wildstyle","Favorite Songs","Favorite","USQY51081562","2mHnOX5uBg1n2aQN7UT8lK"
"Ich weiß es nicht","Lindemann","F & M (Deluxe)","Favorite Songs","Favorite","DEUM71904931","22NDkUPSCwVbC3qtTV5JdA"
"Марионетки","Korol i Shut","Продавец кошмаров","Favorite Songs","Favorite","USA371467070","5eCzREZo9bt9n0wB8G1H3v"
"¿Porqué te vas?","Jeanette","Porque Te Vas","Favorite Songs","Favorite","ES5099800415","11rsK9GDZ9UdWsxtDqnMmN"
